speaker,utterance,time,smart,tokens,stage,phases,act,id
Patient,"Hello, this is [Name] - you will be with Health Coach [Name]!",2019-09-05 10:54:28,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['hello', 'this', 'be', 'name', '-', 'you', 'will', 'be', 'with', 'health', 'coach', 'name']",,follow_up,set_question,0
Coach,"Hello, this is [Name] - you will be with Health Coach [Name]!",2019-09-05 10:55:28,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['hello', 'this', 'be', 'name', '-', 'you', 'will', 'be', 'with', 'health', 'coach', 'name']",goal_setting,follow_up,set_question,1
Coach,What would you like your Goal #1 to be for this week?,2019-09-05 11:00:50,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['what', 'would', 'you', 'like', 'your', 'goal', '1', 'to', 'be', 'for', 'this', 'week']",,goal_refining,set_question,2
Patient,6000,2019-09-05 11:01:23,['MQAmt'],['6000'],,goal_identification,inform,3
Coach,"Great! What day or days do you want to reach 6,000 steps?",2019-09-05 11:01:39,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MQAmt', 'MQAmt']","['great', 'what', 'day', 'or', 'day', 'do', 'you', 'want', 'to', 'reach', '6,000', 'step']",,goal_refining,set_question,4
Patient,Monday to Friday,2019-09-05 11:01:55,"['MDName', 'MDName', 'MDName']","['monday', 'to', 'friday']",,goal_refining,inform,5
Coach,"Okay awesome! Do you have a specific plan to reach 6,000 steps? Or do you just want to walk throughout the day?",2019-09-05 11:02:24,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MQAmt', 'MQAmt', 'O', 'O', 'O', 'O', 'O', 'O', 'SA', 'O', 'O', 'O']","['okay', 'awesome', 'do', 'you', 'have', 'a', 'specific', 'plan', 'to', 'reach', '6,000', 'step', 'or', 'do', 'you', 'just', 'want', 'to', 'walk', 'throughout', 'the', 'day']",,goal_negotiation,set_question,6
Patient,I walk daily at 4:30pm,2019-09-05 11:02:52,"['O', 'SA', 'MRep', 'ST', 'ST']","['i', 'walk', 'daily', 'at', '4:30pm']",,goal_identification,inform,7
Coach,"Okay great! Can you think of anything that might get in the way? If so, do you have a backup plan?",2019-09-05 11:03:12,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['okay', 'great', 'can', 'you', 'think', 'of', 'anything', 'that', 'may', 'get', 'in', 'the', 'way', 'if', 'so', 'do', 'you', 'have', 'a', 'backup', 'plan']",,anticipate_barrier,set_question,8
Patient,"If work issue come up, I have to walk when I get home",2019-09-05 11:04:02,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'SA', 'O', 'O', 'O', 'O']","['if', 'work', 'issue', 'come', 'up', 'i', 'have', 'to', 'walk', 'when', 'i', 'get', 'home']",,follow_up,directives,9
Coach,"Okay good back up plan :) Last question - on a scale from 1-10, how confident are you that you can reach your goal? 10 is very confident",2019-09-05 11:04:31,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['okay', 'good', 'back', 'up', 'plan', 'last', 'question', '-', 'on', 'a', 'scale', 'from', '1', '-', '10', 'how', 'confident', 'be', 'you', 'that', 'you', 'can', 'reach', 'your', 'goal', '10', 'be', 'very', 'confident']",,anticipate_barrier,set_question,10
Patient,10,2019-09-05 11:04:44,['AS'],['10'],,anticipate_barrier,answer,11
